Date,Device Type,Conversion Rate,Cart Abandonment Rate,Average Order Value,Customer Lifetime Value,Time Spent on Site,Top Selling Product,Customer Geographic Distribution
2022-06-17,Desktop,0.14921020233580576,0.756139778049031,164.5127108227847,869.6245076624342,931.8529061784423,significant,Algeria
2021-12-15,Desktop,0.11754155205848364,0.22935025914349458,42.368039171035434,489.6426412089243,562.516409587767,top,Heard Island and McDonald Islands
2021-07-05,Mobile,0.12623617131346468,0.24944723460019455,152.86673719027385,759.5827101332299,531.5117117364805,expect,Mongolia
2022-07-17,Tablet,0.08830268465846719,0.50314829448803,46.666310407434054,747.0704262707966,190.78140734309852,color,Holy See (Vatican City State)
2021-03-20,Desktop,0.07118737477413588,0.46707083189200027,24.83660619070262,559.6387995847956,691.0202489553802,two,Jersey
2021-10-18,Desktop,0.010656376043468158,0.8521908024781942,176.73805437598574,793.7509046651297,179.6948908588916,or,Niue
2021-06-05,Mobile,0.13398265830249464,0.18471448353252687,142.65432375710816,263.488355747789,375.6273760899042,population,Micronesia
2021-06-25,Tablet,0.12323968123483225,0.8305073608448145,79.38070092560659,136.22590980736385,120.6824854784963,hear,Saint Pierre and Miquelon
2021-01-27,Desktop,0.0511122817551085,0.7415193900826514,119.91535380890794,267.24552386969435,589.0200097131845,nice,Saint Pierre and Miquelon
2022-06-10,Tablet,0.18404545025636163,0.20389523530923848,196.35999314147895,371.19401607635155,864.6864703772417,pay,Madagascar
2021-05-24,Mobile,0.03855176853650764,0.28329037636355947,117.04488949145403,241.28274729409623,324.4369649278321,choose,Costa Rica
2021-01-06,Mobile,0.021569090449949233,0.45609101103879657,89.85808014146063,819.1698463895384,180.30535034865167,customer,Taiwan
2022-02-20,Mobile,0.15675711918878246,0.3942018402537747,142.16711113046267,785.1328902643502,481.29547874053736,fund,Anguilla
2022-08-21,Mobile,0.012625371955035242,0.49343262508965036,158.9578188197019,969.4559654500008,922.6815688951183,group,Anguilla
2022-11-10,Tablet,0.048302977079261435,0.7150850931575684,145.74113399899522,600.9066986642295,80.96623117773348,rock,Samoa
2022-06-15,Mobile,0.17957593957918566,0.3684445514121206,56.585400919897445,246.4799222310342,150.9943917884186,about,Albania
2023-07-06,Mobile,0.10872653426369171,0.10266544906223754,20.573293554657518,546.4598387281982,185.66963682642515,truth,Central African Republic
2023-02-26,Tablet,0.1874237233527599,0.7804890876762466,67.57016309298643,775.0210111254775,67.05036397772146,country,France
2021-02-09,Desktop,0.08917645964449747,0.29461422514280466,178.1252057342067,124.54814266877054,331.13538122761724,read,Israel
2021-02-19,Desktop,0.04379193919760685,0.5573148410316401,168.2257909572715,903.9969416264184,960.2201053860593,value,Pitcairn Islands
2023-02-23,Tablet,0.14145782820382094,0.3599712259778113,32.18707618022777,514.4527425557999,195.8694178202426,court,Saint Pierre and Miquelon
2022-04-13,Tablet,0.11853462925820786,0.6993196197451695,115.57320908392221,309.9162511323336,568.2961464152703,early,Malta
2023-03-22,Mobile,0.1122692007345143,0.6547055946074918,140.77948153366984,818.5545485711268,260.6762235196864,security,United States Minor Outlying Islands
2022-02-02,Desktop,0.018367603712919754,0.7393837065499248,116.4623354623342,196.80975203483862,759.0684869727942,surface,Armenia
2021-09-03,Mobile,0.08053129589010005,0.6668511309314211,26.35891176378282,771.6143377101395,686.2155122109996,call,Tunisia
2022-10-23,Desktop,0.06837833028541906,0.5882989362736983,76.13276431485855,543.2570437518125,51.313953167679514,direction,Saint Pierre and Miquelon
2023-01-18,Desktop,0.015577008066555008,0.37605717263263494,185.77856436644723,708.5304213511473,625.9768649248597,relationship,Colombia
2021-10-13,Mobile,0.015814947941165867,0.5819651357659288,53.83113798000341,457.2498458733795,182.6535498227968,per,Jordan
2022-11-22,Desktop,0.04962514937864168,0.3401189072453515,76.75496721515431,449.45044866156087,617.2348751987705,whom,Bulgaria
2020-11-11,Desktop,0.15899052071828984,0.13236100923572716,54.15004766654012,173.67111614763843,817.7386782631705,community,Gabon
2020-09-22,Mobile,0.07323815726202307,0.2607242227426536,46.982384476512536,956.5360602929937,32.49463550388234,citizen,Denmark
2022-03-05,Desktop,0.0845061037739829,0.793186837678028,63.44440875895982,536.1736963217213,578.8120231557753,notice,Guam
2021-05-09,Desktop,0.11827127524575465,0.3871147463225483,195.99087635743308,355.6989620194703,856.4232417015705,imagine,Gibraltar
2020-09-27,Mobile,0.027857287825978537,0.26586224168225714,110.75609280402425,965.1947734439569,980.7375704606262,appear,Bahamas
2022-07-31,Mobile,0.15778437211214166,0.22128149025702737,115.69149776223661,629.2732625176479,781.9153891585732,bar,Iceland
2021-06-13,Mobile,0.09692016831615123,0.4516912938628751,86.91524445459308,124.61728663166281,389.0455540580602,story,Algeria
2022-04-02,Tablet,0.1650905054269187,0.6264228200571458,23.066938798597082,523.2159867426676,46.69328078399267,dinner,Philippines
2022-11-13,Desktop,0.0840008051851498,0.3387750096646556,88.34919752006616,660.2767977941553,570.6887913027086,sort,British Virgin Islands
2022-09-24,Desktop,0.1909112157117759,0.1771259046482121,51.34053681781016,946.067623392443,309.542047211273,pretty,Bahamas
2020-09-29,Mobile,0.10976412905995975,0.4683568924621365,104.43746738583157,481.0203850123886,903.1215908966684,produce,Liechtenstein
2022-01-27,Desktop,0.15157775647244665,0.2297042750310938,125.86478961847492,317.5222024271811,993.8273206230045,sport,New Zealand
2022-06-23,Desktop,0.1855322009643889,0.8200668347386645,119.66491850754298,937.7700589302257,640.2201160018525,win,Zambia
2023-01-10,Mobile,0.13782481058795923,0.46436090379528094,156.6256010726189,685.547244365716,74.13943169650334,defense,Haiti
2023-07-04,Mobile,0.11651032577074741,0.1978479748634313,67.7455796452812,312.14377799802617,980.6032722320094,say,British Indian Ocean Territory (Chagos Archipelago)
2023-01-20,Mobile,0.10455736465992932,0.6873526793064645,100.41199683673631,463.1916970459612,249.88414552827152,citizen,Belgium
2022-10-16,Desktop,0.174351192109643,0.8311644047763015,39.520446011899,127.11546690456129,913.6768448029541,community,Uganda
2022-02-11,Tablet,0.07991611320807265,0.4197577088666907,143.28377853956283,479.35822843761605,111.9168188454884,during,Costa Rica
2021-05-20,Mobile,0.0944007555224505,0.4397066269290224,42.42920332266378,296.1679209453606,617.242300978446,commercial,France
2021-04-29,Desktop,0.05982230952650164,0.8046486832871813,159.9229127439608,258.40338294358617,6.5935979262273126,note,Bermuda
2022-11-24,Tablet,0.14689545759926464,0.11900401596034245,189.1627389660239,908.7694168021492,694.1238695797447,safe,Afghanistan
2021-04-23,Mobile,0.1601705816303551,0.34177106635644383,150.88219010521397,430.32206813866276,936.2453827759348,about,Palestinian Territory
2022-10-18,Desktop,0.053784810137252205,0.8360247897736081,56.72509852967325,926.4532491843346,6.843705702811225,various,Colombia
2023-04-09,Mobile,0.1170578736110529,0.7313996668384587,161.29869195815442,395.5503999581248,129.2756085899787,world,South Georgia and the South Sandwich Islands
2021-02-03,Tablet,0.1283673694598408,0.5081614332545784,25.219129754756278,485.86097548894287,921.6236673707018,everything,Madagascar
2022-05-31,Tablet,0.0862932515910623,0.6171578385854843,151.00837229856165,829.3096326004176,571.2202713706143,attorney,Somalia
2022-08-24,Desktop,0.10539397607497306,0.5297468189783998,138.49842984909577,974.1744031360499,702.2450155322606,keep,Cocos (Keeling) Islands
2021-09-20,Tablet,0.04014591411407077,0.43759847907725147,146.63247762396216,759.4442062822415,830.1888823219771,why,Turkey
2021-06-21,Desktop,0.13606156401184283,0.8103359783454123,151.75146989990833,529.126050944839,981.376949216208,agreement,Holy See (Vatican City State)
2022-02-03,Tablet,0.13205378974245904,0.6915762330943351,61.377616362637994,658.6098045599884,751.3531869306372,control,Indonesia
2021-06-11,Mobile,0.1291187863254645,0.3847623536594207,171.48159326767518,342.87565515926605,145.29935417231212,could,Montserrat
2023-07-31,Mobile,0.06927959964629894,0.6018107390453104,76.91372794943507,135.28945758016863,246.0383549780569,than,Maldives
2021-09-29,Tablet,0.17396697794632693,0.12139076797305917,140.83448894761088,548.0380521968527,607.4431880685408,job,Malaysia
2023-08-18,Desktop,0.17411947064917616,0.767301217125607,168.7004110367604,368.8068018615323,547.9303794067841,key,Greece
2021-03-13,Desktop,0.09577054449518044,0.10891724506778991,155.9163128299088,307.68205202005043,976.6118505472328,author,Norway
2022-08-24,Mobile,0.1271744052064445,0.37204538280718413,73.18684599488677,973.2176172409545,229.36677975369383,six,Congo
2023-05-11,Desktop,0.0707316174637989,0.17798734992707355,53.428464204740614,141.65550905885328,707.6608714113648,pretty,Montserrat
2021-07-18,Tablet,0.18977271767993042,0.19835584629104774,89.65781586265987,433.45798520547737,201.20759368255975,so,Burkina Faso
2022-12-11,Mobile,0.010217839912868757,0.36964899456998046,125.77925626054588,687.1864787074874,615.981771980322,wall,Djibouti
2022-02-03,Tablet,0.1951781772738686,0.34842999188131235,76.69858657200939,119.28157301927385,121.94024580060541,out,French Guiana
2021-03-21,Desktop,0.09364858561699158,0.35242058179188096,65.92051817400801,254.0868842337228,290.65444858779614,nothing,Malawi
2023-08-21,Mobile,0.10507303151821983,0.21276028470888175,55.44399295909197,341.2901229403311,852.9425987821389,spend,Paraguay
2020-12-08,Desktop,0.01896080065611434,0.849408058531739,184.28364474655896,813.5791157709017,234.04523229596765,ever,Singapore
2022-07-03,Mobile,0.1636460821816073,0.21149632346432856,26.441164209779686,440.1971249426673,579.9771872120003,another,Haiti
2022-11-19,Mobile,0.04290428468121575,0.22352835937023166,111.80497179182368,229.85838161960862,820.0954545635293,north,Montserrat
2021-02-22,Desktop,0.15207800242472633,0.6932261655089591,24.037015683461057,826.2810056329737,354.9737092555456,professional,Senegal
2020-12-22,Desktop,0.07499281266629992,0.26948896822057933,55.24811236166323,398.3880308657227,71.66378373823309,clearly,Holy See (Vatican City State)
2023-05-22,Mobile,0.05774564303292989,0.8446620437633722,50.52476108339142,744.1007451623911,385.26540916848694,also,Falkland Islands (Malvinas)
2022-07-29,Desktop,0.0378773391094251,0.8195810214053206,44.541509439506086,715.2959863770175,555.9424072180283,rich,Heard Island and McDonald Islands
2022-05-25,Tablet,0.058043127119628384,0.6532739296893137,72.16628407283721,102.05601055760238,565.054284260943,food,Kiribati
2023-04-14,Tablet,0.08620821554278474,0.26188912020157173,38.15023334347936,929.2181007421576,640.6794786357518,everything,Georgia
2022-10-13,Mobile,0.09814546169781309,0.5014494668526981,33.501330459171605,852.1813528834342,109.95784261807508,media,Australia
2021-10-24,Mobile,0.08832832499515597,0.8641664073366777,149.43572527303726,504.2672207415116,121.94694324410945,like,Antarctica (the territory South of 60 deg S)
2021-08-15,Desktop,0.06426561381776773,0.519190898663774,60.52981410215634,928.1467100080928,177.14339594124064,hair,Burkina Faso
2020-09-11,Mobile,0.09110177597392649,0.3227714076275978,164.69824702703647,704.0907038943756,663.9415960141332,require,Niue
2021-01-15,Tablet,0.19260405160653665,0.6920286154084054,161.47839879542997,292.14712631841235,391.11822726152,allow,Bouvet Island (Bouvetoya)
2023-04-01,Mobile,0.06541735697161687,0.818736647916795,148.08040594833187,652.2639892246635,451.4547483179598,turn,Comoros
2022-05-17,Desktop,0.1982655151186643,0.47955664679141996,59.62265182887885,141.43323835166404,175.4658846611187,military,Cocos (Keeling) Islands
2021-11-05,Mobile,0.19986520164886096,0.8303925082146234,33.86423097989379,951.4205343109732,794.6863241658073,happy,Cote d'Ivoire
2021-12-18,Tablet,0.049644005698801424,0.2056150268039909,135.54727510242583,845.0906335746707,102.87769419596847,share,Germany
2022-05-04,Mobile,0.18318206950967025,0.7057660037876404,30.56545367135911,209.8282370429075,533.5846630430635,bag,Nicaragua
2021-12-19,Mobile,0.10149122950132314,0.5677204264685835,80.92218499224819,183.82665606258695,14.037703965444871,home,Slovenia
2020-11-09,Desktop,0.028959963014235347,0.4548959134553744,32.59498039799498,445.23852137296575,156.83578935812056,kind,Comoros
2021-05-15,Desktop,0.1951742473931352,0.6918327490038509,45.872483060140276,846.6173847852943,375.9065650693811,beat,Cambodia
2021-12-28,Mobile,0.08805555911755708,0.21531989236217905,143.3506644571384,421.4557009438019,934.8350932152152,each,Grenada
2022-06-29,Desktop,0.1901005677329838,0.4693730195990504,41.32966363978819,728.2802002891003,905.8749431373776,deep,American Samoa
2021-04-28,Desktop,0.03276059542297683,0.31863287136506574,114.68327534531167,123.6852138759948,988.5456362374756,build,Zambia
2022-11-15,Tablet,0.07145222550110907,0.5462446182636164,136.77834892875114,315.93712922018676,268.88965534527114,almost,Somalia
2022-02-19,Mobile,0.03798627065953964,0.2366642199840972,62.03631849484065,198.05999375466786,727.6970883488254,including,Ghana
2020-11-10,Tablet,0.012436305252495927,0.571024384777821,95.74546255494303,398.079403543263,390.44696195990264,effort,Bolivia
2022-09-30,Desktop,0.18474155178320126,0.14313934555515112,138.0948126931488,744.794275908338,974.3103709958344,church,Mozambique
2021-07-25,Mobile,0.07962063881888,0.1093020397874577,158.40397543304954,515.3913542308594,545.6975199408279,event,Montenegro
2022-12-13,Tablet,0.029749855877495013,0.7088495702620935,100.45764772740047,825.5804614596839,901.6458922685438,her,Cayman Islands
2021-11-23,Mobile,0.041427846805568685,0.22373264097442327,189.34418299002837,610.1667590031325,28.406728494647613,always,Togo
2021-01-28,Desktop,0.1730426522961026,0.36138936182543013,81.82871233217045,605.2808679054427,489.0634912758009,between,Marshall Islands
2021-07-27,Tablet,0.07139713906166646,0.1637977610795275,160.92811677418052,540.0776940118091,731.6620835644471,often,Madagascar
2023-06-26,Tablet,0.11179099140248482,0.3707835273077754,117.88982955835866,824.8123817506303,483.1332450370367,it,Malta
2020-10-01,Tablet,0.16137024155908464,0.6526048294061997,115.68663763668577,723.1402811691507,339.38428885896934,star,Mali
2021-05-01,Mobile,0.09704786265693241,0.44692494547095074,162.17877278093516,505.81514432117814,712.2926760599242,per,Martinique
2022-01-26,Mobile,0.0911445430846268,0.648903016835441,63.62796133142,417.87444735612837,320.31912338215534,per,Serbia
2021-05-20,Desktop,0.19046794622978366,0.17774349324183172,24.410901725112293,417.42315409506807,682.9419607153143,lot,Israel
2022-07-22,Desktop,0.17098819311268545,0.11799023132417936,164.21254262277006,318.5230731924994,38.663005590570194,ago,Holy See (Vatican City State)
2023-07-04,Desktop,0.12115733140652872,0.6020823597919696,55.13815690505559,123.30913589693932,678.5331229859689,ahead,Trinidad and Tobago
2022-05-04,Tablet,0.1328678959924219,0.26062102729077746,176.67366817335187,385.8369383958659,341.972461274678,health,Peru
2022-12-27,Mobile,0.16088252117287768,0.8449167279416886,179.25251625394307,102.1284685273027,229.51308198375213,really,Nepal
2020-10-04,Tablet,0.16984030793635307,0.7346233716671492,99.80731437013027,258.87386337245425,41.97154983114902,from,Latvia
2022-07-19,Tablet,0.16918339642174823,0.8458545176178129,44.964032951384375,519.6618457506719,665.9968939481766,answer,Ghana
2022-01-07,Desktop,0.12670251394192933,0.3577255846834041,37.7315904836342,220.73772015939454,123.4909637803752,improve,South Georgia and the South Sandwich Islands
2021-12-15,Tablet,0.03284857379198552,0.5763278391039787,124.15041607314653,899.6906287887517,776.4511101830799,car,Hong Kong
2023-02-03,Tablet,0.07632087066808677,0.4084951882718161,96.76875975412874,500.11131604402,117.77089889713668,prevent,Azerbaijan
2023-02-10,Tablet,0.04343045939270041,0.3976439363458554,164.4584667339916,211.8873029075974,644.4814795825502,break,Libyan Arab Jamahiriya
2021-03-11,Mobile,0.07472149391928345,0.7245158804797972,111.11404727464524,609.9003387062271,764.6505770280495,big,Nicaragua
2021-06-05,Mobile,0.06042064795527769,0.4897046943461615,165.88138803888157,894.557484204042,866.2506733071917,along,Wallis and Futuna
2020-11-26,Tablet,0.1350627040609669,0.1208882018868973,85.83027071927792,738.1563908712551,243.70489152624498,for,Syrian Arab Republic
2021-08-10,Mobile,0.14503749640923394,0.23769638400279655,59.3792901881442,425.7425886049155,293.08405575342397,network,Bhutan
2022-08-24,Desktop,0.01608787325749495,0.6439267324622635,180.63324645329982,566.2051093832431,563.097851557058,money,Latvia
2020-12-08,Mobile,0.1589297477971801,0.2749775325780915,96.63052353653178,987.829773814231,517.8092878827664,land,Cyprus
2021-08-19,Mobile,0.12175799645867699,0.5439586750575516,56.16928899048564,725.5911906934738,137.84315213177968,girl,Samoa
2021-05-17,Desktop,0.12126292890636088,0.8916223279709727,199.10995848485393,735.7059476843507,751.5893682061153,identify,Namibia
2022-12-30,Desktop,0.07266249329779476,0.4352345460437891,86.58212252738942,792.1519821576143,132.69561906233997,effort,Poland
2022-09-10,Mobile,0.09492596481509193,0.7047319871949401,179.7350605323152,485.7184920942383,887.4288064140787,window,Cocos (Keeling) Islands
2021-07-28,Desktop,0.14870352388764366,0.7559071201198714,186.11436117395692,486.765769688127,919.925030213532,on,Morocco
2023-01-12,Desktop,0.17260861279511117,0.24697723115786305,124.82406180616836,560.9652594386678,606.6847299342833,push,Croatia
2021-05-13,Tablet,0.062247104064451275,0.10959805656537105,76.34651181872601,331.47663947406954,109.66255955090702,remember,Saint Martin
2022-08-16,Desktop,0.07410162496172239,0.7021394325227982,118.25225819630735,106.60523468788084,804.4614793067507,time,Senegal
2020-09-30,Tablet,0.145106416501589,0.20753159021953574,53.266767401496715,377.1460016245444,918.0079274904665,rather,Congo
2020-12-30,Tablet,0.02743406412064988,0.7320979749746237,35.2241847975523,422.8273603502731,999.797598300085,still,United Arab Emirates
2020-12-25,Tablet,0.030851704310294804,0.5536584660632673,95.70295031076162,707.5944989743494,858.8048113356184,option,Sri Lanka
2021-03-17,Tablet,0.04187706259716475,0.12869699535605728,141.27317867745046,382.53158667134153,981.6992502047754,between,Estonia
2023-02-05,Mobile,0.10650310752413909,0.6559793871717566,173.77941347004494,757.9708642523975,654.6838326417408,eat,Croatia
2021-11-13,Tablet,0.030956259997784542,0.6606245064741987,46.98091670352129,432.57329056139685,696.0771123215866,down,Luxembourg
2022-04-05,Desktop,0.14653503473020354,0.6404922353528677,33.020904395460384,395.167770131388,456.15503045309464,similar,Portugal
2022-08-02,Desktop,0.010321847779073853,0.3214675687233992,154.87558148820756,126.8286700583459,362.7516967847866,record,Iraq
2023-01-29,Tablet,0.0112023280133709,0.4375655170411885,149.83414927454214,779.3510961229505,12.921106922655346,enjoy,Pakistan
2022-08-08,Mobile,0.1911425221223457,0.5206841919729479,156.88058135694772,901.4955346043068,754.8230165239099,treatment,Taiwan
2022-10-31,Mobile,0.1318302666484714,0.68908398410983,36.7237067528507,952.838573684873,417.2014613809383,boy,Maldives
2020-10-24,Desktop,0.11228778371124563,0.7025873959277716,130.13570319063746,403.02055863716066,973.7223559644043,must,United States Minor Outlying Islands
2022-12-26,Mobile,0.08779309601625233,0.627150500365308,76.81987359012571,339.86773799025946,966.114688490839,whether,Pitcairn Islands
2022-04-02,Desktop,0.1600453638955042,0.8149514394988383,21.400497312745923,825.2092038406007,49.962341200004836,edge,Iran
2022-10-14,Desktop,0.19930165239051403,0.674117685447724,129.13939038158878,759.899684597307,87.67753265384898,reveal,Belize
2022-06-24,Mobile,0.14978792879999242,0.5173131601218723,171.98094951931432,996.2497983443676,11.880764816008433,make,Bouvet Island (Bouvetoya)
2022-01-30,Tablet,0.17678841146176733,0.7784020771970024,89.70010721772279,900.0192527095439,74.69825645057733,enjoy,Kenya
2021-12-23,Mobile,0.1921958905595615,0.6104773744683388,172.54762571428236,309.982678896478,151.8916273548477,language,Mongolia
2021-03-20,Tablet,0.15327444677792404,0.2586610653695215,53.31449208298308,417.35306076035636,320.00682928354934,Congress,Cuba
2023-04-24,Mobile,0.013940008411330102,0.4061435839970047,183.26141859684517,518.034943021645,263.5251691362915,wife,Hungary
2021-10-20,Desktop,0.13365161274289108,0.7025703263705269,96.042422817743,281.2895411746151,820.5892937307107,own,Turkmenistan
2023-05-24,Desktop,0.1212979644467916,0.4712153747347776,92.94820468984929,429.65649531963805,516.6460861101918,star,South Georgia and the South Sandwich Islands
2021-06-08,Tablet,0.12391435149772335,0.4145513678654206,120.00284386109517,667.4050568172819,11.419301561213844,professional,Albania
2022-11-19,Desktop,0.17165288635983086,0.3018012154544979,69.8298330048141,344.7705871278014,137.46080875180814,sign,Saint Helena
2021-11-11,Tablet,0.14269155101173409,0.7304135409234401,135.58029430151197,335.2613802603963,88.05747897952179,agent,Sri Lanka
2022-09-22,Desktop,0.05880190111532512,0.4259359599330471,111.85971167697856,577.1752855873108,386.50456574724706,way,Grenada
2023-08-21,Mobile,0.07360406214586603,0.5733085272781485,50.408320599353075,243.1425069922589,849.7185110698911,program,Cook Islands
2023-05-07,Mobile,0.078353814453703,0.299026563232613,125.2210736697037,939.2348655922052,788.3307878458564,five,Antarctica (the territory South of 60 deg S)
2022-05-18,Desktop,0.18327019647187168,0.5802720150902647,173.02874511237982,167.69081850441685,686.4008659359706,hit,Cuba
2023-01-27,Desktop,0.1380492343200169,0.7972634135096773,107.24947657640516,244.04012832968945,304.0673405190064,enough,Denmark
2021-01-29,Mobile,0.1360095085173142,0.6840526624644955,116.45137290301174,298.7085534058069,807.3629313498016,wife,South Africa
2021-07-21,Tablet,0.09365015727437613,0.8808553168522051,156.24345343653889,942.0018056228242,75.31348185338373,enter,Uruguay
2023-01-25,Mobile,0.1834410401734784,0.748666027571872,43.062844101103096,881.9707605755775,978.1102465329317,accept,Andorra
2021-05-01,Tablet,0.15074831461732036,0.24787680115063937,154.80931757479001,736.8330749770493,956.560064619069,order,Myanmar
2021-04-03,Mobile,0.18416307056922046,0.16311421812773377,166.6654638440381,444.0941379889105,441.2363422416955,get,Croatia
2021-03-26,Desktop,0.09107347042071808,0.3040589599261856,48.33063306792289,953.8277823152214,87.28062674995114,third,New Zealand
2023-05-03,Desktop,0.11373532834067619,0.8186978300959117,92.94639400119294,448.423905673006,55.70600080670687,follow,Malawi
2021-11-26,Tablet,0.05772754041945144,0.3243779775350998,65.27997703411594,266.40828677703337,775.1328186016699,air,Cote d'Ivoire
2022-07-06,Desktop,0.04018167971246446,0.8948875714219079,196.64973056118845,816.6499091398775,945.1858305202188,increase,Uruguay
2023-08-03,Tablet,0.09067895489560526,0.7703558651899319,56.75334216014952,560.3500196076161,267.45647732553186,partner,Iran
2023-06-09,Tablet,0.08330248991696647,0.6016392032345844,70.96332324433106,878.9791693493165,409.1949578263582,push,Saint Lucia
2023-07-01,Mobile,0.18848528552165078,0.37117667705282587,158.4264600482682,612.6698725505966,112.46702374239109,take,Kazakhstan
2023-02-11,Mobile,0.19708148115356644,0.41467484817888,149.23300796222728,331.49636822868194,130.54598814423647,or,Fiji
2022-10-27,Desktop,0.03693741514496409,0.5473091788021939,181.61531907284677,337.3799364692927,210.79839988840118,fear,Mauritania
2020-12-30,Tablet,0.13599557176917423,0.8313856777054832,125.71533707871976,926.1357527111785,926.015725451347,reason,Lesotho
2023-09-03,Desktop,0.07590233890018104,0.2374559862666512,58.633638740086816,374.0272372681086,470.2234099182026,meeting,United States Virgin Islands
2023-06-13,Desktop,0.10722994689152851,0.543940047663996,155.37718346108005,271.9528508264739,552.07133037076,cold,United Arab Emirates
2022-06-25,Mobile,0.09149372284973226,0.13574247969759787,194.41984055477633,138.94025129909355,628.1730755826454,anyone,Romania
2021-02-07,Desktop,0.1513070712095999,0.8515892938441721,180.57716604737817,177.67345718499882,395.45665392643656,significant,United Arab Emirates
2021-03-12,Mobile,0.053812826594725936,0.3028258505039877,113.50395191322909,940.3576009329227,711.0514318326246,exactly,Panama
2022-01-09,Tablet,0.038415576007296934,0.45313666244083206,140.8670536927954,578.1970578693988,732.5946354638569,view,Isle of Man
2022-05-10,Mobile,0.02271288120366222,0.8933745300290142,165.42776160045725,570.4666534619421,284.9300249028673,me,Bermuda
2022-05-06,Tablet,0.012389187444177005,0.23098517010452815,106.61629414996194,173.71816497958253,595.4182928133805,rise,Norway
2021-03-15,Mobile,0.15993157289982227,0.13798136952524534,40.64615591144954,747.6704309565836,342.8838480000277,sister,Jersey
2021-08-31,Desktop,0.1362209075767921,0.7604111360196343,57.97814684177884,132.9862900813707,868.7527318081108,pressure,Albania
2022-08-21,Desktop,0.1602317219219755,0.43380241958901655,191.18909867597395,826.8163397985229,755.9999755224769,clearly,Niue
2020-09-30,Mobile,0.18253873667348933,0.5520028173472765,30.16391446573443,631.0014888969023,496.21870161225297,heart,Cayman Islands
2023-07-29,Mobile,0.09380286261222491,0.8040383268608559,183.68433261262638,381.651237884488,794.2219783451606,expect,United States Minor Outlying Islands
2021-04-20,Tablet,0.045284168862868776,0.6706240334792064,28.444165950362933,882.4266804211495,294.9801407068269,impact,Central African Republic
2022-01-05,Mobile,0.09426535726386567,0.6920297092279976,167.77095314376606,550.1831198904315,849.4478353019839,future,Niue
2023-03-30,Tablet,0.11700297154527785,0.27594477929773475,85.60094114360585,233.50157405112313,394.1039611347143,four,Jersey
